payment_id,amount,date,status,merchant_ref,merchant_category
pay_AUG1076,644.51,2026-08-23,SUCCESS,REF2076,travel
pay_AUG1077,18373.57,2026-08-28,SUCCESS,REF2077,food
pay_AUG1078,2293.74,2026-08-23,SUCCESS,REF2078,travel
pay_AUG1079,42864.25,2026-08-17,SUCCESS,REF2079,electronics
pay_AUG1080,709.5,2026-08-16,SUCCESS,REF2080,electronics
pay_AUG1081,5766.41,2026-08-11,SUCCESS,REF2081,retail
pay_AUG1082,486.19,2026-08-23,SUCCESS,REF2082,food
pay_AUG1083,25170.6,2026-08-11,SUCCESS,REF2083,retail
pay_AUG1084,6940.71,2026-08-08,SUCCESS,REF2084,food
pay_AUG1085,788.76,2026-08-17,SUCCESS,REF2085,travel
pay_AUG1086,32924.76,2026-08-05,SUCCESS,REF2086,food
pay_AUG1087,1208.83,2026-08-22,SUCCESS,REF2087,food
pay_AUG1088,626.51,2026-08-14,SUCCESS,REF2088,travel
pay_AUG1089,564.35,2026-08-01,SUCCESS,REF2089,food
pay_AUG1090,7189.5,2026-08-26,SUCCESS,REF2090,services
pay_AUG1091,6113.15,2026-08-18,SUCCESS,REF2091,food
pay_AUG1092,19957.66,2026-08-02,SUCCESS,REF2092,travel
pay_AUG1093,5743.6,2026-08-11,SUCCESS,REF2093,retail
pay_AUG1094,7715.94,2026-08-24,SUCCESS,REF2094,electronics
pay_AUG1095,1811.11,2026-08-25,SUCCESS,REF2095,retail
pay_AUG1096,484.99,2026-08-04,SUCCESS,REF2096,retail
pay_AUG1097,2207.84,2026-08-07,SUCCESS,REF2097,electronics
pay_AUG1098,802.36,2026-08-28,SUCCESS,REF2098,food
pay_AUG1099,418.74,2026-08-03,SUCCESS,REF2099,services
pay_AUG1100,5622.83,2026-08-02,SUCCESS,REF2100,services
pay_AUG1101,5554.22,2026-08-02,SUCCESS,REF2101,services
pay_AUG1102,487.33,2026-08-18,SUCCESS,REF2102,services
pay_AUG1103,254.02,2026-08-14,SUCCESS,REF2103,services
pay_AUG1104,34067.37,2026-08-28,SUCCESS,REF2104,retail
pay_AUG1105,26731.47,2026-08-21,SUCCESS,REF2105,electronics
pay_AUG1106,17684.36,2026-08-09,SUCCESS,REF2106,travel
pay_AUG1107,601.46,2026-08-22,SUCCESS,REF2107,electronics
pay_AUG1108,20069.89,2026-08-26,SUCCESS,REF2108,travel
pay_AUG1109,721.97,2026-08-16,SUCCESS,REF2109,retail
pay_AUG1110,34023.09,2026-08-08,SUCCESS,REF2110,electronics
pay_AUG1111,45974.15,2026-08-28,SUCCESS,REF2111,food
pay_AUG1112,763.88,2026-08-20,SUCCESS,REF2112,electronics
pay_AUG1113,837.8,2026-08-28,SUCCESS,REF2113,retail
pay_AUG1114,43553.22,2026-08-23,SUCCESS,REF2114,travel
pay_AUG1115,41943.06,2026-08-02,SUCCESS,REF2115,retail
pay_AUG1116,1966.17,2026-08-14,SUCCESS,REF2116,food
pay_AUG1117,762.75,2026-08-23,SUCCESS,REF2117,food
pay_AUG1118,800.51,2026-08-11,SUCCESS,REF2118,travel
pay_AUG1119,27315.18,2026-08-09,SUCCESS,REF2119,retail
pay_AUG1120,587.73,2026-08-06,SUCCESS,REF2120,electronics
pay_AUG1121,533.61,2026-08-26,SUCCESS,REF2121,electronics
pay_AUG1122,926.34,2026-08-14,SUCCESS,REF2122,food
pay_AUG1123,45523.99,2026-08-06,SUCCESS,REF2123,food
pay_AUG1124,33405.38,2026-08-25,SUCCESS,REF2124,travel
pay_AUG1125,2333.48,2026-08-09,SUCCESS,REF2125,services
pay_AUG1126,46120.73,2026-08-12,SUCCESS,REF2126,services
pay_AUG1127,488.98,2026-08-15,SUCCESS,REF2127,retail
pay_AUG1128,2042.74,2026-08-26,SUCCESS,REF2128,travel
pay_AUG1129,696.94,2026-08-18,SUCCESS,REF2129,retail
pay_AUG1130,32628.54,2026-08-01,SUCCESS,REF2130,services
pay_AUG1131,1594.8,2026-08-09,SUCCESS,REF2131,food
pay_AUG1132,779.32,2026-08-16,SUCCESS,REF2132,electronics
pay_AUG1133,4088.85,2026-08-18,SUCCESS,REF2133,travel
pay_AUG1134,35051.85,2026-08-20,SUCCESS,REF2134,food
pay_AUG1135,8387.82,2026-08-22,SUCCESS,REF2135,retail
pay_AUG1136,43175.35,2026-08-15,SUCCESS,REF2136,retail
pay_AUG1137,4243.19,2026-08-23,SUCCESS,REF2137,travel
pay_AUG1138,613.9,2026-08-23,SUCCESS,REF2138,travel
pay_AUG1139,34093.39,2026-08-18,SUCCESS,REF2139,travel
pay_AUG1140,6601.33,2026-08-10,SUCCESS,REF2140,travel
pay_AUG1141,825.84,2026-08-12,SUCCESS,REF2141,food
pay_AUG1142,7477.37,2026-08-09,SUCCESS,REF2142,food
pay_AUG1143,3811.98,2026-08-27,SUCCESS,REF2143,retail
pay_AUG1144,563.51,2026-08-14,SUCCESS,REF2144,food
pay_AUG1145,5360.73,2026-08-11,SUCCESS,REF2145,electronics
pay_AUG1146,34178.08,2026-08-17,SUCCESS,REF2146,electronics
pay_AUG1147,213.22,2026-08-08,SUCCESS,REF2147,electronics
pay_AUG1148,14114.87,2026-08-26,SUCCESS,REF2148,services
pay_AUG1149,5734.86,2026-08-19,SUCCESS,REF2149,food
