payment_id,amount,date,status,merchant_ref,merchant_category
pay_UL27aZcDPR,22994.15,2026-09-20,SUCCESS,REF9086,retail
pay_t7TbW7UkQL,13581.22,2026-09-03,SUCCESS,REF9087,travel
pay_VLWoagdKYs,29189.95,2026-09-22,SUCCESS,REF9088,travel
pay_iGZFz7Tj5i,20208.72,2026-09-01,SUCCESS,REF9089,food
pay_X9O0hkxzHJ,5569.26,2026-09-12,SUCCESS,REF9090,food
pay_g9KmAkY0fq,9471.81,2026-09-02,FAILED,REF9091,services
pay_KJDjXARPQj,3762.96,2026-09-15,SUCCESS,REF9092,retail
pay_fev1ij1IqA,11279.67,2026-09-27,SUCCESS,REF9093,travel
pay_fPZkueIOYU,5570.11,2026-09-20,SUCCESS,REF9094,services
pay_a3rUSoUgiv,1793.74,2026-09-13,SUCCESS,REF9095,food
pay_BTTTY3hIiz,4340.09,2026-09-22,SUCCESS,REF9096,retail
pay_p3yHs6iLXC,4676.07,2026-09-01,SUCCESS,REF9097,food
pay_UN6kqHwiPr,3780.8,2026-09-16,SUCCESS,REF9098,electronics
pay_QAIbB2VjKA,11056.09,2026-09-14,SUCCESS,REF9099,retail
pay_4ErZLcWa8J,21742.24,2026-09-02,SUCCESS,REF9100,electronics
