payment_id,amount,date,status,merchant_ref,merchant_category
pay_jN35zJ85PB,46830.83,2026-07-12,SUCCESS,REF1075,travel
pay_gi09cA97eu,7477.07,2026-07-22,SUCCESS,REF1076,electronics
pay_ez95bg40Bh,3660.6,2026-07-11,SUCCESS,REF1077,electronics
pay_lS52Zv62Kj,2566.07,2026-07-22,SUCCESS,REF1078,services
pay_XL50jt00Hh,27195.53,2026-07-27,SUCCESS,REF1079,services
pay_vi03qu66la,37025.09,2026-07-21,SUCCESS,REF1080,electronics
pay_gs01VX92JC,910.16,2026-07-26,SUCCESS,REF1081,travel
pay_HC12jN20Bi,696.8,2026-07-17,SUCCESS,REF1082,travel
pay_Pv42JT28ou,2326.04,2026-07-08,SUCCESS,REF1083,services
pay_JX65XJ52eU,45445.48,2026-07-28,SUCCESS,REF1084,food
pay_jz55Oy37dZ,19759.38,2026-07-23,SUCCESS,REF1085,retail
pay_QX22ad20OE,7929.65,2026-07-29,SUCCESS,REF1086,food
pay_Qz81Ii18ms,28582.0,2026-07-06,SUCCESS,REF1087,food
pay_Ax86HK88mS,42056.66,2026-07-30,SUCCESS,REF1088,services
pay_Zj80SS43Zf,45657.04,2026-07-18,SUCCESS,REF1089,services
pay_rL62Wy19eD,45888.32,2026-07-14,SUCCESS,REF1090,electronics
pay_Zr31Vi31KW,35506.46,2026-07-15,SUCCESS,REF1091,electronics
pay_US39Pj90kA,315.08,2026-07-21,SUCCESS,REF1092,travel
pay_cC03fX07Md,387.42,2026-07-11,SUCCESS,REF1093,electronics
pay_gy55bH53Ld,2925.36,2026-07-23,SUCCESS,REF1094,services
pay_ZO61SQ50pB,26805.74,2026-07-15,SUCCESS,REF1095,retail
pay_yu23xK25Yh,6180.64,2026-07-28,SUCCESS,REF1096,travel
pay_mC32OL98qB,43429.15,2026-07-25,SUCCESS,REF1097,services
pay_jr70Oa76Yx,2984.63,2026-07-26,SUCCESS,REF1098,electronics
pay_KF52NC04qr,41925.69,2026-07-01,SUCCESS,REF1099,food
pay_oN47yW41lm,520.18,2026-07-27,SUCCESS,REF1100,electronics
pay_Hf63xe68AS,607.39,2026-07-19,SUCCESS,REF1101,electronics
pay_IW52AN90be,4411.56,2026-07-06,SUCCESS,REF1102,travel
pay_nm12lC80se,3504.03,2026-07-25,SUCCESS,REF1103,travel
pay_Os64vL69kW,1174.43,2026-07-27,SUCCESS,REF1104,food
pay_ZP17Bq54Wt,161.69,2026-07-21,SUCCESS,REF1105,food
pay_Jh71hU50uG,6591.4,2026-07-07,SUCCESS,REF1106,retail
pay_Qa87db38Cb,5184.84,2026-07-19,SUCCESS,REF1107,food
pay_DS15sX72BT,645.92,2026-07-20,SUCCESS,REF1108,travel
pay_ro52GG45dk,9359.06,2026-07-04,SUCCESS,REF1109,electronics
pay_LZ77Dl81xr,37624.58,2026-07-31,SUCCESS,REF1110,food
pay_JY38Rl96NJ,726.78,2026-07-04,SUCCESS,REF1111,services
pay_sX68ST00tm,136.92,2026-07-26,SUCCESS,REF1112,services
pay_Ch52nm55nq,406.77,2026-07-21,SUCCESS,REF1113,electronics
pay_Js23ll36JQ,425.61,2026-07-31,SUCCESS,REF1114,electronics
pay_LY50Js11gv,20803.3,2026-07-06,SUCCESS,REF1115,electronics
pay_IK09TI12mr,491.58,2026-07-15,SUCCESS,REF1116,retail
pay_Oc73jy05be,28588.34,2026-07-09,SUCCESS,REF1117,electronics
pay_Yd99OE73rn,125.8,2026-07-11,SUCCESS,REF1118,travel
pay_oj07wI79ft,3516.65,2026-07-26,SUCCESS,REF1119,services
pay_ys68Jr86gy,2719.32,2026-07-01,SUCCESS,REF1120,electronics
pay_bu91Rs92Qm,7214.79,2026-07-18,SUCCESS,REF1121,electronics
pay_Pu12fE94Ef,115.5,2026-07-26,SUCCESS,REF1122,travel
pay_er87hv82Dt,5258.87,2026-07-22,SUCCESS,REF1123,services
pay_jT02Dj74RE,416.28,2026-07-11,SUCCESS,REF1124,retail
pay_Px14BP61EV,31434.56,2026-07-24,SUCCESS,REF1125,food
pay_qN74xQ31Ax,38983.4,2026-07-07,SUCCESS,REF1126,services
pay_Pn13iQ04bk,8492.82,2026-07-10,SUCCESS,REF1127,food
pay_bS90Iz81lQ,112.72,2026-07-10,SUCCESS,REF1128,services
pay_UK94jV75fd,2136.39,2026-07-10,SUCCESS,REF1129,retail
pay_ep15Mt41Bm,3558.77,2026-07-28,SUCCESS,REF1130,food
pay_WT97vF57vd,146.19,2026-07-31,SUCCESS,REF1131,electronics
pay_zx22FK75DF,166.6,2026-07-16,SUCCESS,REF1132,services
pay_sl71yP33Yn,9944.27,2026-07-31,SUCCESS,REF1133,services
pay_JP92eb99Py,3030.96,2026-07-20,SUCCESS,REF1134,electronics
pay_Ar15WQ20uz,22215.21,2026-07-10,SUCCESS,REF1135,retail
pay_mo76UW79Ar,40509.48,2026-07-20,SUCCESS,REF1136,food
pay_lS45my53Dn,693.72,2026-07-09,SUCCESS,REF1137,food
pay_nu37ur83zx,467.26,2026-07-01,SUCCESS,REF1138,food
pay_pK21xg15Mg,28161.25,2026-07-10,SUCCESS,REF1139,food
pay_kJ64mu07iX,337.83,2026-07-30,SUCCESS,REF1140,electronics
pay_sF68nu89CP,589.56,2026-07-04,SUCCESS,REF1141,retail
pay_Nt06Ah32lI,39958.31,2026-07-02,SUCCESS,REF1142,travel
pay_ot81RL27yR,7197.41,2026-07-15,SUCCESS,REF1143,services
pay_tg20DN50Bq,1723.9,2026-07-18,SUCCESS,REF1144,travel
pay_fQ70aX74nj,48476.44,2026-07-20,SUCCESS,REF1145,services
pay_Ik43Vh79qu,42856.85,2026-07-31,SUCCESS,REF1146,retail
pay_Eb57tV74dk,5234.04,2026-07-25,SUCCESS,REF1147,food
pay_Fw90Pz28Ii,8327.39,2026-07-19,SUCCESS,REF1148,travel
pay_gv58Ar74zY,7030.53,2026-07-14,SUCCESS,REF1149,electronics
