payment_id,amount,date,status,merchant_ref,merchant_category
pay_5WNsiZFl47,36421.98,2025-03-21,SUCCESS,REF3027,travel
pay_HkhMDWjqwR,35625.04,2025-03-15,SUCCESS,REF3028,services
pay_DxTRQA8BeE,41925.22,2025-03-01,SUCCESS,REF3029,travel
pay_GL1J2bPuGR,11049.18,2025-03-24,SUCCESS,REF3030,services
pay_2rRheadI7w,43942.8,2025-03-02,SUCCESS,REF3031,food
pay_9T8pRicyqg,21055.78,2025-03-11,SUCCESS,REF3032,electronics
pay_30OztNMFu8,21517.15,2025-03-04,SUCCESS,REF3033,travel
pay_y0cGCMs2Jl,30082.66,2025-03-28,SUCCESS,REF3034,electronics
pay_WiULu4aKki,32419.61,2025-03-24,SUCCESS,REF3035,food
pay_sQSHxVcuOQ,16341.12,2025-03-23,SUCCESS,REF3036,electronics
pay_PcBPOgzZO8,1026.21,2025-03-17,SUCCESS,REF3037,food
pay_QvIL8w0HZU,38367.34,2025-03-21,SUCCESS,REF3038,retail
pay_EpEmDKvS0l,12938.77,2025-03-20,SUCCESS,REF3039,retail
pay_U8qxBYZJrr,11026.42,2025-03-07,SUCCESS,REF3040,electronics
pay_CIUNTRwHEB,2885.13,2025-03-14,SUCCESS,REF3041,food
pay_YUROE8hvUt,41436.45,2025-03-24,SUCCESS,REF3042,food
pay_MweBoM4KNx,20418.88,2025-03-03,SUCCESS,REF3043,travel
pay_iuBTiUC33a,26524.78,2025-03-20,SUCCESS,REF3044,services
pay_82BSyPOQmM,39839.74,2025-03-10,SUCCESS,REF3045,travel
pay_9oMo6EnfQc,971.55,2025-03-13,SUCCESS,REF3046,services
pay_iKEh4lXhYX,6846.27,2025-03-08,SUCCESS,REF3047,services
pay_hcKDh5MuBa,46213.86,2025-03-10,SUCCESS,REF3048,services
pay_9b0gWSFCMX,4489.34,2025-03-11,SUCCESS,REF3049,retail
pay_R4D8rdOe67,23095.59,2025-03-11,SUCCESS,REF3050,retail
pay_o5RLmgClpO,27047.54,2025-03-20,SUCCESS,REF3051,travel
pay_vxvscVk2dl,19729.35,2025-03-08,SUCCESS,REF3052,travel
pay_MNkAGF4c80,4119.13,2025-03-22,FAILED,REF3053,retail
pay_79azD4dgSs,15075.61,2025-03-21,SUCCESS,REF3054,services
pay_HcLyZ5KOuI,29586.26,2025-03-26,SUCCESS,REF3055,retail
pay_eubBQ1Y6Uh,5148.58,2025-03-15,SUCCESS,REF3056,retail
pay_ZlKyyK0wbO,647.71,2025-03-10,SUCCESS,REF3057,retail
pay_k3NFh0fnHP,15621.62,2025-03-01,FAILED,REF3058,retail
pay_HnvjTCawFr,26429.79,2025-03-21,SUCCESS,REF3059,food
pay_GeP09GWQD8,33653.14,2025-03-05,SUCCESS,REF3060,retail
pay_IuUotT8Z7z,25317.42,2025-03-25,FAILED,REF3061,travel
pay_b4RYleKECA,20185.1,2025-03-08,FAILED,REF3062,retail
pay_EybqRxlhdL,21046.81,2025-03-04,SUCCESS,REF3063,food
pay_kX7DKJlWRl,17242.2,2025-03-23,SUCCESS,REF3064,food
pay_mpEDh5tevT,953.46,2025-03-03,FAILED,REF3065,electronics
pay_typCcBEZ6l,11144.03,2025-03-22,FAILED,REF3066,services
pay_ZlvK3R3M1W,20591.02,2025-03-05,SUCCESS,REF3067,retail
pay_bGMjsNGZUh,4706.46,2025-03-27,SUCCESS,REF3068,travel
pay_GDizxTUl84,19096.21,2025-03-28,SUCCESS,REF3069,services
pay_xHx6M15RP5,679.0,2025-03-07,FAILED,REF3070,retail
pay_zGQgl8zxwA,724.0,2025-03-20,SUCCESS,REF3071,food
pay_vZ6cdPdoHQ,26240.46,2025-03-28,FAILED,REF3072,food
pay_VaIxzGgEZN,24532.98,2025-03-23,FAILED,REF3073,travel
pay_1MdZGACp4M,15143.4,2025-03-23,SUCCESS,REF3074,food
pay_3C6Fmir7gI,25560.71,2025-03-09,SUCCESS,REF3075,travel
pay_2MaaoQvNt9,34832.79,2025-03-21,SUCCESS,REF3076,food
pay_QTnsZ6flMj,10408.75,2025-03-02,SUCCESS,REF3077,food
pay_y0deZvVGSL,17249.64,2025-03-13,FAILED,REF3078,food
pay_mmTkndbkp3,7698.22,2025-03-09,SUCCESS,REF3079,travel
pay_wvAaq1DxnR,26730.75,2025-03-06,SUCCESS,REF3080,retail
pay_wCW4GReo9M,21029.89,2025-03-27,SUCCESS,REF3081,services
pay_l7TncOZDsL,5192.41,2025-03-18,FAILED,REF3082,retail
pay_ZYT0yMGAVa,6776.36,2025-03-12,FAILED,REF3083,services
pay_xaY9omx0Gi,18262.19,2025-03-20,SUCCESS,REF3084,retail
pay_BeimjoAmNY,8546.91,2025-03-27,SUCCESS,REF3085,travel
pay_AJ1kyssmRZ,15317.45,2025-03-16,SUCCESS,REF3086,services
pay_mbsHerxGlB,6913.84,2025-03-27,SUCCESS,REF3087,travel
pay_pOwUn6717c,31618.62,2025-03-28,SUCCESS,REF3088,food
pay_Qm99jlTDnt,12232.11,2025-03-14,SUCCESS,REF3089,travel
pay_9E6JzzfR84,25380.9,2025-03-19,SUCCESS,REF3090,retail
pay_MVh598D2mE,15406.83,2025-03-25,SUCCESS,REF3091,food
pay_4zmz7CCMgD,725.22,2025-03-04,FAILED,REF3092,electronics
pay_RGRyxWdiU2,34813.29,2025-03-09,SUCCESS,REF3093,food
pay_lEx6JnDS8c,13795.29,2025-03-24,FAILED,REF3094,services
pay_PB0JBR6bhv,23467.34,2025-03-08,FAILED,REF3095,services
pay_Et9o1uGOI6,22399.62,2025-03-12,SUCCESS,REF3096,electronics
pay_IL8zY4C3Ee,10526.12,2025-03-12,SUCCESS,REF3097,retail
pay_hnxV3bF3Tr,6260.08,2025-03-12,FAILED,REF3098,services
pay_9U4jEV0aH2,9373.28,2025-03-25,FAILED,REF3099,food
pay_flKfGbL41b,18151.38,2025-03-06,SUCCESS,REF3100,food
